customer_id,signup_date,last_activity_date,age,gender,country,plan,monthly_price,contract_type,payment_method,avg_watch_minutes_per_day,sessions_per_week,devices,fav_genre,num_profiles,watched_in_last_30_days,hours_last_30_days,num_support_tickets,num_complaints,acq_channel,first_campaign,internet_speed_mbps,app_crash_rate_per_week,tenure_days,tenure_months,rfm_recency_days,frequency_per_month,avg_monthly_spend,total_revenue_to_date,churn
CUST101565,2020-12-24,2021-07-27,55,Male,India,Free Trial,0.0,Monthly,Paypal,41.2,10.6,Smart TV,Drama,1,1,7.8,0,0,Paid Social,SummerSale2023,0.5,0.23,1804,60.1,1589,46.1,0.0,0.0,Yes
CUST101566,2020-06-10,2022-02-04,67,Female,India,Basic,199.0,Quarterly,GooglePay,48.3,6.8,Smart TV,Horror,2,0,0.0,0,0,Paid Social,SummerSale2023,59.7,0.72,2001,66.7,1397,29.5,199.0,13273.3,Yes
CUST101567,2023-06-02,2023-11-14,61,Male,India,Free Trial,0.0,Quarterly,GooglePay,23.7,8.6,Mobile,Documentary,1,1,2.7,1,0,Referral,NewSeries2022,26.6,0.012,914,30.5,749,37.4,0.0,0.0,No
CUST101568,2024-11-18,2025-11-30,59,Female,India,Standard,499.0,Quarterly,Card,15.5,5.4,Mobile,Kids,2,1,15.7,0,0,Organic,SummerSale2023,32.3,0.212,379,12.6,2,23.5,499.0,6304.03,No
CUST101569,2022-02-22,2023-04-18,37,Male,India,Standard,499.0,Monthly,UPI,24.9,11.0,Tablet,Drama,1,1,4.4,0,0,Organic,RetentionPush2024,39.5,0.459,1379,46.0,959,47.8,499.0,22937.37,No
CUST101570,2023-06-23,2023-07-15,68,Female,UK,Standard,499.0,Yearly,NetBanking,28.5,5.6,Mobile,Horror,1,0,0.0,0,0,Search Ads,RetentionPush2024,75.9,0.192,893,29.8,871,24.3,499.0,14853.57,No
CUST101571,2023-10-31,2024-07-06,74,Male,Canada,Basic,199.0,Monthly,ApplePay,27.7,7.9,Smart TV,Horror,3,0,0.0,0,0,Email,Festive2021,0.5,0.123,763,25.4,514,34.3,199.0,5061.23,No
CUST101572,2021-05-08,2021-06-21,45,Female,USA,Standard,499.0,Monthly,Card,57.9,6.9,Smart TV,Horror,1,1,10.8,0,0,Paid Social,SummerSale2023,22.5,0.005,1669,55.6,1625,30.0,499.0,27761.03,No
CUST101573,2022-10-16,2023-02-23,65,Female,Australia,Basic,199.0,Monthly,ApplePay,19.3,5.3,Mobile,Documentary,1,1,6.4,0,0,Organic,Festive2021,46.9,0.038,1143,38.1,1013,23.0,199.0,7581.9,No
CUST101574,2023-04-09,2024-11-16,58,Male,India,Basic,199.0,Monthly,ApplePay,30.7,1.9,Mobile,Action,1,0,0.0,0,0,Email,Direct,0.5,0.507,968,32.3,381,8.3,199.0,6421.07,Yes
CUST101575,2020-10-20,2022-06-18,45,Male,India,Basic,199.0,Yearly,Paypal,49.9,9.7,Mobile,Drama,1,1,24.3,0,0,Affiliate,RetentionPush2024,37.3,0.769,1869,62.3,1263,42.1,199.0,12397.7,Yes
CUST101576,2021-04-20,2021-10-01,23,Male,UK,Standard,499.0,Monthly,Card,49.1,6.9,Mobile,Drama,3,1,7.8,0,0,Email,Festive2021,29.2,0.136,1687,56.2,1523,30.0,499.0,28060.43,No
CUST101577,2022-08-02,2022-12-17,49,Female,India,Premium,799.0,Monthly,Card,18.6,12.5,Mobile,Comedy,3,0,0.0,1,0,Organic,Direct,29.1,0.458,1218,40.6,1081,54.3,799.0,32439.4,Yes
CUST101578,2023-07-30,2025-05-04,72,Female,India,Standard,499.0,Monthly,GooglePay,69.8,10.7,Tablet,Drama,4,1,6.0,1,0,Email,SummerSale2023,38.2,0.13,856,28.5,212,46.5,499.0,14238.13,No
CUST101579,2021-06-04,2022-11-10,62,Female,USA,Free Trial,0.0,Monthly,NetBanking,7.3,10.6,Smart TV,Drama,1,1,14.5,0,0,Search Ads,Launch2020,49.7,0.035,1642,54.7,1118,46.1,0.0,0.0,No
CUST101580,2022-07-30,2022-09-08,24,Male,Philippines,Premium,799.0,Yearly,UPI,28.0,9.2,Mobile,Horror,3,1,3.2,0,0,Search Ads,NewSeries2022,10.4,0.018,1221,40.7,1181,40.0,799.0,32519.3,No
CUST101581,2021-06-06,2023-01-13,66,Male,Germany,Premium,799.0,Monthly,ApplePay,28.8,9.3,Smart TV,Documentary,1,1,29.9,1,1,Paid Social,Direct,54.1,0.358,1640,54.7,1054,40.4,799.0,43678.67,No
CUST101582,2023-09-27,2024-02-24,35,Female,India,Premium,799.0,Quarterly,NetBanking,28.6,7.5,Mobile,Romance,1,0,0.0,0,0,Paid Social,SummerSale2023,32.4,0.556,797,26.6,647,32.6,799.0,21226.77,No
CUST101583,2020-01-20,2020-03-17,55,Female,Mexico,Standard,499.0,Quarterly,GooglePay,62.2,9.5,Mobile,Comedy,1,1,27.8,0,0,Organic,Festive2021,74.9,0.105,2143,71.4,2086,41.3,499.0,35645.23,No
CUST101584,2024-07-05,2024-12-22,40,Other,Germany,Premium,799.0,Quarterly,NetBanking,35.3,5.7,Web,Drama,1,1,5.1,0,0,Organic,Festive2021,63.2,0.027,515,17.2,345,24.8,799.0,13716.17,No
CUST101585,2022-08-10,2023-05-01,34,Male,Canada,Basic,199.0,Quarterly,ApplePay,41.4,0.0,Web,Action,2,0,0.0,0,0,Search Ads,Direct,34.9,0.375,1210,40.3,946,0.0,199.0,8026.33,No
CUST101586,2021-08-12,2022-02-12,20,Female,Brazil,Free Trial,0.0,Monthly,Paypal,52.6,9.1,Smart TV,Romance,1,1,2.4,0,0,Paid Social,Festive2021,62.2,0.084,1573,52.4,1389,39.5,0.0,0.0,No
CUST101587,2023-10-19,2025-03-31,26,Male,USA,Premium,799.0,Yearly,Paypal,22.2,9.2,Tablet,Comedy,1,0,0.0,1,1,Organic,Direct,8.9,0.134,775,25.8,246,40.0,799.0,20640.83,Yes
CUST101588,2023-01-24,2024-03-14,30,Male,India,Basic,199.0,Quarterly,ApplePay,31.9,3.0,Tablet,Comedy,4,0,0.0,0,0,Referral,RetentionPush2024,11.5,0.998,1043,34.8,628,13.0,199.0,6918.57,Yes
CUST101589,2020-11-19,2022-07-25,23,Female,UK,Premium,799.0,Quarterly,GooglePay,68.5,8.5,Smart TV,Drama,2,1,12.3,1,0,Search Ads,SummerSale2023,75.0,0.227,1839,61.3,1226,36.9,799.0,48978.7,No
CUST101590,2020-05-31,2021-12-29,34,Female,UK,Basic,199.0,Yearly,GooglePay,42.6,8.5,Tablet,Kids,1,1,4.8,0,0,Organic,Festive2021,28.9,0.256,2011,67.0,1434,36.9,199.0,13339.63,Yes
CUST101591,2022-06-23,2024-04-05,38,Other,UK,Basic,199.0,Yearly,Card,13.1,10.2,Smart TV,Action,1,0,0.0,0,0,Search Ads,Launch2020,64.0,0.066,1258,41.9,606,44.3,199.0,8344.73,Yes
CUST101592,2021-12-08,2021-12-27,42,Male,UK,Basic,199.0,Yearly,UPI,17.9,6.7,Mobile,Comedy,1,1,2.4,0,0,Affiliate,SummerSale2023,31.8,0.059,1455,48.5,1436,29.1,199.0,9651.5,No
CUST101593,2023-04-18,2025-02-23,55,Male,Philippines,Premium,799.0,Yearly,Paypal,52.8,2.4,Web,Documentary,1,1,24.6,0,0,Referral,RetentionPush2024,55.0,0.07,959,32.0,282,10.4,799.0,25541.37,No
CUST101594,2021-09-04,2022-06-21,47,Female,Philippines,Premium,799.0,Monthly,UPI,12.4,5.5,Mobile,Romance,1,0,0.0,1,0,Email,SummerSale2023,28.5,0.182,1550,51.7,1260,23.9,799.0,41281.67,No
CUST101595,2023-08-01,2023-10-27,41,Female,Mexico,Premium,799.0,Monthly,NetBanking,25.5,5.5,Mobile,Comedy,2,1,3.8,0,0,Paid Social,Direct,8.1,0.554,854,28.5,767,23.9,799.0,22744.87,No
CUST101596,2022-05-18,2022-12-25,42,Male,Brazil,Basic,199.0,Monthly,NetBanking,39.1,6.6,Mobile,Kids,1,1,0.4,0,0,Organic,Direct,59.4,0.231,1294,43.1,1073,28.7,199.0,8583.53,Yes
CUST101597,2023-11-14,2025-02-15,34,Male,Philippines,Standard,499.0,Monthly,ApplePay,35.3,7.4,Web,Comedy,1,0,0.0,0,0,Referral,RetentionPush2024,76.2,0.068,749,25.0,290,32.2,499.0,12458.37,Yes
CUST101598,2021-05-27,2023-02-07,65,Male,India,Premium,799.0,Yearly,ApplePay,64.7,6.3,Mobile,Sci-Fi,1,1,0.7,0,0,Email,RetentionPush2024,1.5,0.205,1650,55.0,1029,27.4,799.0,43945.0,No
CUST101599,2022-07-24,2023-11-18,57,Female,India,Basic,199.0,Quarterly,ApplePay,14.0,8.2,Mobile,Romance,1,1,1.1,0,0,Paid Social,NewSeries2022,44.3,0.03,1227,40.9,745,35.6,199.0,8139.1,No
CUST101600,2024-09-27,2025-11-30,44,Male,USA,Premium,799.0,Quarterly,GooglePay,44.6,3.7,Mobile,Kids,2,0,0.0,0,0,Paid Social,NewSeries2022,36.1,0.111,431,14.4,2,16.1,799.0,11478.97,No
CUST101601,2021-09-10,2022-03-03,54,Male,Mexico,Basic,199.0,Yearly,Paypal,29.3,8.1,Smart TV,Drama,2,1,20.4,0,0,Referral,Launch2020,62.2,0.439,1544,51.5,1370,35.2,199.0,10241.87,No
CUST101602,2021-02-11,2021-09-23,56,Male,UK,Basic,199.0,Monthly,UPI,61.3,4.7,Mobile,Documentary,1,1,2.7,1,1,Referral,Festive2021,52.8,0.057,1755,58.5,1531,20.4,199.0,11641.5,No
CUST101603,2022-02-26,2023-04-22,48,Male,Germany,Standard,499.0,Quarterly,NetBanking,30.3,6.4,Smart TV,Horror,2,1,0.5,0,0,Referral,SummerSale2023,46.8,0.163,1375,45.8,955,27.8,499.0,22870.83,No
CUST101604,2024-10-13,2025-11-30,34,Male,India,Premium,799.0,Monthly,UPI,30.9,1.5,Gaming Console,Romance,1,0,0.0,0,0,Referral,Festive2021,6.9,0.016,415,13.8,2,6.5,799.0,11052.83,No
CUST101605,2022-09-16,2023-02-09,52,Female,India,Basic,199.0,Monthly,Paypal,34.9,9.8,Mobile,Romance,4,1,7.2,0,0,Paid Social,SummerSale2023,54.9,0.018,1173,39.1,1027,42.6,199.0,7780.9,Yes
CUST101606,2020-08-06,2022-03-25,34,Male,Germany,Basic,199.0,Monthly,UPI,21.8,6.1,Web,Comedy,1,1,6.5,0,0,Paid Social,Launch2020,34.3,0.014,1944,64.8,1348,26.5,199.0,12895.2,No
CUST101607,2021-04-30,2021-11-02,48,Female,India,Basic,199.0,Yearly,UPI,23.2,8.0,Mobile,Comedy,1,1,2.4,0,0,Referral,Launch2020,21.4,0.047,1677,55.9,1491,34.8,199.0,11124.1,No
CUST101608,2022-02-20,2023-11-20,62,Male,USA,Basic,199.0,Monthly,GooglePay,32.0,4.5,Mobile,Documentary,1,1,28.8,0,0,Paid Social,SummerSale2023,48.5,0.122,1381,46.0,743,19.6,199.0,9160.63,No
CUST101609,2023-03-17,2025-01-20,31,Female,India,Basic,199.0,Yearly,ApplePay,67.9,5.3,Smart TV,Comedy,1,1,9.6,1,0,Organic,RetentionPush2024,31.9,0.493,991,33.0,316,23.0,199.0,6573.63,No
CUST101610,2022-01-05,2023-06-12,38,Female,India,Standard,499.0,Monthly,GooglePay,25.2,4.1,Tablet,Drama,1,1,19.8,0,0,Organic,NewSeries2022,68.2,0.086,1427,47.6,904,17.8,499.0,23735.77,No
CUST101611,2023-03-23,2023-12-18,22,Female,Australia,Premium,799.0,Monthly,GooglePay,21.3,7.5,Mobile,Action,2,0,0.0,0,0,Search Ads,SummerSale2023,37.7,0.2,985,32.8,715,32.6,799.0,26233.83,Yes
CUST101612,2021-08-28,2022-02-15,41,Female,USA,Standard,499.0,Monthly,UPI,27.0,8.7,Smart TV,Drama,2,1,43.5,0,0,Search Ads,RetentionPush2024,59.7,0.162,1557,51.9,1386,37.8,499.0,25898.1,Yes
CUST101613,2023-12-03,2024-11-17,47,Male,UK,Premium,799.0,Monthly,UPI,35.1,4.0,Mobile,Romance,4,0,0.0,0,0,Organic,SummerSale2023,63.3,0.031,730,24.3,380,17.4,799.0,19442.33,No
CUST101614,2021-08-27,2022-12-04,27,Male,India,Premium,799.0,Yearly,GooglePay,70.8,7.4,Smart TV,Romance,1,1,4.1,0,0,Paid Social,SummerSale2023,50.6,0.129,1558,51.9,1094,32.2,799.0,41494.73,No
CUST101615,2020-02-14,2021-10-16,23,Female,Brazil,Basic,199.0,Monthly,UPI,19.7,6.3,Smart TV,Documentary,1,1,0.3,1,1,Referral,Direct,0.5,0.03,2118,70.6,1508,27.4,199.0,14049.4,Yes
CUST101616,2024-08-26,2025-11-30,20,Other,USA,Basic,199.0,Yearly,GooglePay,85.0,7.6,Mobile,Romance,2,0,0.0,0,0,Affiliate,SummerSale2023,31.2,0.074,463,15.4,2,33.0,199.0,3071.23,No
CUST101617,2023-09-10,2023-11-19,57,Female,Canada,Free Trial,0.0,Yearly,Card,44.0,4.3,Web,Kids,1,1,6.5,0,0,Organic,SummerSale2023,10.7,0.021,814,27.1,744,18.7,0.0,0.0,No
CUST101618,2022-03-21,2022-11-11,43,Female,Germany,Basic,199.0,Yearly,GooglePay,15.0,8.4,Mobile,Romance,1,1,0.0,1,1,Search Ads,SummerSale2023,6.5,0.049,1352,45.1,1117,36.5,199.0,8968.27,No
CUST101619,2021-07-16,2022-08-07,68,Female,India,Basic,199.0,Monthly,NetBanking,24.1,6.2,Smart TV,Drama,1,1,0.5,0,0,Organic,RetentionPush2024,0.5,0.093,1600,53.3,1213,26.9,199.0,10613.33,No
CUST101620,2020-01-17,2021-02-14,20,Male,Mexico,Basic,199.0,Yearly,NetBanking,3.7,6.6,Smart TV,Horror,2,0,0.0,0,0,Referral,Launch2020,17.3,0.196,2146,71.5,1752,28.7,199.0,14235.13,Yes
CUST101621,2023-03-05,2023-07-18,64,Male,Canada,Premium,799.0,Monthly,UPI,37.1,14.0,Smart TV,Kids,2,1,19.9,0,0,Organic,Direct,37.6,0.03,1003,33.4,868,60.8,799.0,26713.23,No
CUST101622,2024-11-06,2025-02-25,41,Female,USA,Standard,499.0,Monthly,GooglePay,56.0,1.7,Mobile,Kids,4,1,9.5,0,0,Organic,NewSeries2022,43.6,0.181,391,13.0,280,7.4,499.0,6503.63,Yes
CUST101623,2023-11-05,2023-11-21,20,Female,India,Free Trial,0.0,Monthly,GooglePay,35.6,8.6,Mobile,Action,2,1,2.5,0,0,Paid Social,NewSeries2022,45.2,0.056,758,25.3,742,37.4,0.0,0.0,Yes
CUST101624,2024-05-12,2024-12-05,37,Male,Philippines,Free Trial,0.0,Yearly,ApplePay,51.1,8.3,Web,Drama,2,0,0.0,0,0,Organic,RetentionPush2024,54.9,0.014,569,19.0,362,36.1,0.0,0.0,Yes
CUST101625,2024-03-05,2025-08-22,30,Female,Germany,Standard,499.0,Monthly,ApplePay,43.6,8.9,Tablet,Sci-Fi,4,0,0.0,1,0,Referral,RetentionPush2024,37.7,0.5,637,21.2,102,38.7,499.0,10595.43,Yes
CUST101626,2020-04-10,2021-09-08,28,Male,India,Standard,499.0,Monthly,ApplePay,59.2,8.8,Smart TV,Sci-Fi,1,1,4.6,1,0,Referral,SummerSale2023,22.8,0.01,2062,68.7,1546,38.2,499.0,34297.93,No
CUST101627,2023-05-26,2025-04-25,43,Female,India,Standard,499.0,Monthly,GooglePay,15.4,7.6,Smart TV,Horror,2,1,13.8,0,0,Search Ads,Launch2020,41.6,0.369,921,30.7,221,33.0,499.0,15319.3,No
CUST101628,2024-03-06,2025-05-09,48,Male,Brazil,Basic,199.0,Monthly,GooglePay,52.7,8.2,Web,Sci-Fi,1,0,0.0,0,0,Search Ads,Direct,4.8,0.254,636,21.2,207,35.6,199.0,4218.8,No
CUST101629,2022-10-14,2023-03-16,58,Male,Australia,Basic,199.0,Monthly,NetBanking,72.7,15.1,Mobile,Drama,1,0,0.0,0,0,Organic,Launch2020,33.2,0.069,1145,38.2,992,65.6,199.0,7595.17,Yes
CUST101630,2024-09-01,2025-11-30,38,Female,Germany,Basic,199.0,Yearly,Paypal,86.3,6.5,Mobile,Drama,3,1,5.5,0,0,Paid Social,Festive2021,67.1,0.253,457,15.2,2,28.2,199.0,3031.43,No
CUST101631,2021-08-09,2021-11-15,48,Male,USA,Basic,199.0,Monthly,UPI,63.4,6.5,Web,Horror,3,1,0.6,0,0,Organic,Launch2020,10.5,0.061,1576,52.5,1478,28.2,199.0,10454.13,No
CUST101632,2024-05-07,2024-11-04,58,Female,Australia,Basic,199.0,Yearly,NetBanking,38.4,3.8,Mobile,Drama,1,0,0.0,0,0,Organic,SummerSale2023,31.0,0.316,574,19.1,393,16.5,199.0,3807.53,No
CUST101633,2024-06-24,2025-10-24,33,Female,USA,Standard,499.0,Quarterly,ApplePay,15.7,4.5,Web,Drama,1,1,11.2,1,1,Paid Social,Festive2021,33.6,0.021,526,17.5,39,19.6,499.0,8749.13,No
CUST101634,2021-04-16,2023-01-05,65,Female,India,Free Trial,0.0,Yearly,NetBanking,18.7,7.7,Mobile,Horror,2,1,26.3,0,0,Search Ads,RetentionPush2024,61.2,0.007,1691,56.4,1062,33.5,0.0,0.0,Yes
CUST101635,2023-05-28,2025-01-31,68,Male,Canada,Standard,499.0,Monthly,NetBanking,31.5,8.1,Smart TV,Documentary,1,1,2.5,0,0,Referral,SummerSale2023,33.9,0.03,919,30.6,305,35.2,499.0,15286.03,No
CUST101636,2024-06-30,2024-08-08,45,Male,South Africa,Free Trial,0.0,Quarterly,NetBanking,72.2,6.7,Smart TV,Action,3,0,0.0,1,1,Paid Social,Direct,78.9,0.254,520,17.3,481,29.1,0.0,0.0,Yes
CUST101637,2021-12-22,2023-06-19,41,Male,India,Standard,499.0,Monthly,ApplePay,24.4,9.0,Mobile,Documentary,2,1,14.7,0,0,Paid Social,Direct,52.2,0.686,1441,48.0,897,39.1,499.0,23968.63,No
CUST101638,2021-03-24,2022-08-21,31,Other,USA,Standard,499.0,Monthly,Paypal,38.6,5.8,Smart TV,Horror,1,1,2.6,0,0,Referral,Direct,54.6,0.212,1714,57.1,1199,25.2,499.0,28509.53,No
CUST101639,2023-07-27,2023-11-24,28,Female,Australia,Standard,499.0,Yearly,Card,53.8,14.5,Smart TV,Romance,2,1,7.5,0,0,Paid Social,Festive2021,32.0,0.419,859,28.6,739,63.0,499.0,14288.03,No
CUST101640,2021-01-24,2021-04-29,54,Female,UK,Basic,199.0,Quarterly,UPI,30.7,7.5,Mobile,Romance,2,1,14.4,0,0,Search Ads,SummerSale2023,0.5,0.005,1773,59.1,1678,32.6,199.0,11760.9,Yes
CUST101641,2023-06-25,2024-10-30,48,Female,Mexico,Basic,199.0,Yearly,UPI,13.7,9.0,Smart TV,Sci-Fi,1,1,0.2,0,0,Paid Social,RetentionPush2024,60.6,0.106,891,29.7,398,39.1,199.0,5910.3,No
CUST101642,2021-05-28,2023-04-03,41,Female,Germany,Free Trial,0.0,Quarterly,NetBanking,74.1,7.5,Mobile,Documentary,1,1,18.2,0,0,Organic,Festive2021,14.1,0.171,1649,55.0,974,32.6,0.0,0.0,No
CUST101643,2023-10-20,2024-03-01,63,Female,India,Free Trial,0.0,Monthly,Paypal,55.9,5.2,Smart TV,Drama,3,1,35.4,0,0,Organic,SummerSale2023,83.2,0.104,774,25.8,641,22.6,0.0,0.0,No
CUST101644,2024-03-27,2025-11-30,16,Male,South Africa,Basic,199.0,Quarterly,ApplePay,56.0,5.5,Mobile,Action,1,1,1.0,0,0,Referral,NewSeries2022,63.1,0.251,615,20.5,2,23.9,199.0,4079.5,Yes
CUST101645,2024-01-16,2025-07-21,64,Female,Germany,Basic,199.0,Monthly,Card,16.2,3.6,Smart TV,Drama,1,1,27.4,1,1,Paid Social,RetentionPush2024,20.7,0.05,686,22.9,134,15.6,199.0,4550.47,Yes
CUST101646,2024-04-20,2024-04-21,53,Male,Mexico,Standard,499.0,Monthly,Card,64.0,1.8,Mobile,Drama,2,1,7.5,0,0,Organic,Festive2021,47.8,0.061,591,19.7,590,7.8,499.0,9830.3,No
CUST101647,2023-09-12,2025-08-06,17,Female,Canada,Basic,199.0,Quarterly,NetBanking,18.7,9.8,Smart TV,Comedy,1,0,0.0,0,0,Search Ads,NewSeries2022,21.4,0.142,812,27.1,118,42.6,199.0,5386.27,Yes
CUST101648,2023-10-26,2025-08-20,64,Female,Mexico,Standard,499.0,Yearly,NetBanking,36.8,5.2,Web,Action,1,0,0.0,0,0,Paid Social,NewSeries2022,79.8,0.218,768,25.6,104,22.6,499.0,12774.4,No
CUST101649,2024-09-12,2025-11-27,21,Female,India,Basic,199.0,Monthly,ApplePay,48.9,6.8,Web,Action,1,1,10.7,0,0,Organic,Festive2021,114.5,0.028,446,14.9,5,29.5,199.0,2958.47,No
CUST101650,2020-10-07,2022-03-25,61,Male,India,Standard,499.0,Monthly,ApplePay,51.7,11.6,Web,Drama,1,0,0.0,0,0,Email,Launch2020,8.3,0.071,1882,62.7,1348,50.4,499.0,31303.93,No
CUST101651,2023-07-10,2024-09-12,65,Male,Mexico,Standard,499.0,Monthly,GooglePay,44.9,10.5,Mobile,Comedy,1,0,0.0,0,0,Paid Social,Launch2020,17.8,0.066,876,29.2,446,45.6,499.0,14570.8,Yes
CUST101652,2020-07-17,2021-07-31,53,Male,India,Standard,499.0,Monthly,ApplePay,31.0,7.4,Tablet,Comedy,1,0,0.0,1,0,Search Ads,SummerSale2023,64.0,0.132,1964,65.5,1585,32.2,499.0,32667.87,No
CUST101653,2023-07-09,2023-08-22,57,Male,India,Basic,199.0,Yearly,NetBanking,2.0,6.4,Mobile,Action,3,1,13.2,0,0,Email,Festive2021,54.7,0.666,877,29.2,833,27.8,199.0,5817.43,No
CUST101654,2023-08-16,2025-02-08,39,Male,Brazil,Standard,499.0,Yearly,Paypal,36.6,6.5,Mobile,Drama,3,0,0.0,0,0,Search Ads,Festive2021,14.3,0.099,839,28.0,297,28.2,499.0,13955.37,No
CUST101655,2020-03-21,2021-06-03,33,Female,Brazil,Free Trial,0.0,Quarterly,NetBanking,8.4,13.6,Mobile,Action,1,1,4.9,0,0,Paid Social,NewSeries2022,31.8,0.391,2082,69.4,1643,59.1,0.0,0.0,Yes
CUST101656,2021-09-24,2022-05-16,42,Female,India,Standard,499.0,Yearly,NetBanking,46.4,7.5,Smart TV,Documentary,1,1,42.2,0,0,Paid Social,NewSeries2022,41.4,0.102,1530,51.0,1296,32.6,499.0,25449.0,No
CUST101657,2024-06-03,2025-10-09,56,Male,Mexico,Free Trial,0.0,Monthly,Card,15.4,16.0,Web,Drama,1,1,12.3,0,0,Organic,Direct,31.4,0.078,547,18.2,54,69.5,0.0,0.0,No
CUST101658,2022-06-21,2023-07-16,23,Male,Australia,Premium,799.0,Monthly,ApplePay,31.8,3.1,Web,Documentary,1,1,1.2,0,0,Organic,NewSeries2022,26.9,0.019,1260,42.0,870,13.5,799.0,33558.0,No
CUST101659,2020-03-09,2021-03-02,43,Male,UK,Free Trial,0.0,Monthly,UPI,24.8,7.1,Mobile,Romance,2,1,40.7,0,0,Paid Social,RetentionPush2024,2.3,0.248,2094,69.8,1736,30.8,0.0,0.0,No
CUST101660,2023-04-01,2024-11-24,25,Female,Brazil,Premium,799.0,Yearly,ApplePay,46.3,10.5,Mobile,Drama,2,1,16.4,1,0,Organic,Launch2020,82.6,0.068,976,32.5,373,45.6,799.0,25994.13,Yes
CUST101661,2022-01-17,2023-08-29,32,Female,USA,Premium,799.0,Quarterly,GooglePay,19.2,10.2,Smart TV,Drama,1,0,0.0,0,0,Organic,SummerSale2023,50.9,0.241,1415,47.2,826,44.3,799.0,37686.17,No
CUST101662,2024-02-08,2024-05-18,70,Female,India,Free Trial,0.0,Quarterly,Paypal,40.1,8.9,Tablet,Action,1,1,3.5,0,0,Referral,SummerSale2023,82.8,0.091,663,22.1,563,38.7,0.0,0.0,No
CUST101663,2020-09-26,2021-12-05,44,Female,India,Basic,199.0,Monthly,Paypal,38.7,5.2,Mobile,Horror,2,1,7.7,0,0,Organic,Festive2021,23.8,0.003,1893,63.1,1458,22.6,199.0,12556.9,No
CUST101664,2020-07-03,2020-11-17,73,Other,UK,Standard,499.0,Monthly,ApplePay,36.3,3.1,Tablet,Sci-Fi,1,1,27.8,1,0,Paid Social,NewSeries2022,34.1,0.034,1978,65.9,1841,13.5,499.0,32900.73,No
CUST101665,2021-08-27,2022-05-14,21,Female,UK,Free Trial,0.0,Yearly,ApplePay,42.9,6.5,Smart TV,Drama,1,1,4.4,0,0,Organic,Festive2021,51.0,0.301,1558,51.9,1298,28.2,0.0,0.0,Yes
CUST101666,2021-10-31,2023-03-03,29,Male,Brazil,Premium,799.0,Monthly,NetBanking,11.0,10.1,Smart TV,Drama,2,0,0.0,0,0,Paid Social,Launch2020,13.0,0.049,1493,49.8,1005,43.9,799.0,39763.57,No
CUST101667,2024-03-10,2024-11-03,37,Female,Brazil,Free Trial,0.0,Quarterly,UPI,11.7,12.1,Mobile,Comedy,1,1,3.6,0,0,Search Ads,RetentionPush2024,67.2,0.052,632,21.1,394,52.6,0.0,0.0,Yes
CUST101668,2022-04-30,2022-07-24,69,Male,UK,Premium,799.0,Monthly,NetBanking,63.7,7.3,Web,Action,1,1,2.9,0,0,Email,Launch2020,20.1,0.081,1312,43.7,1227,31.7,799.0,34942.93,No
CUST101669,2020-12-25,2021-10-11,21,Female,Brazil,Free Trial,0.0,Monthly,Card,4.2,6.7,Gaming Console,Documentary,1,1,0.5,0,0,Search Ads,Festive2021,51.5,0.041,1803,60.1,1513,29.1,0.0,0.0,No
CUST101670,2021-02-15,2022-10-20,41,Male,India,Premium,799.0,Quarterly,Card,78.3,7.6,Mobile,Sci-Fi,1,1,16.0,0,0,Paid Social,NewSeries2022,40.2,0.155,1751,58.4,1139,33.0,799.0,46634.97,No
CUST101671,2020-09-27,2022-04-06,54,Female,India,Premium,799.0,Monthly,Paypal,32.2,7.7,Mobile,Horror,1,1,1.1,0,0,Search Ads,Festive2021,42.8,0.144,1892,63.1,1336,33.5,799.0,50390.27,No
CUST101672,2024-05-29,2025-07-21,27,Female,Mexico,Standard,499.0,Quarterly,Paypal,18.0,10.6,Web,Documentary,3,1,9.1,0,0,Organic,NewSeries2022,62.5,0.2,552,18.4,134,46.1,499.0,9181.6,No
CUST101673,2023-01-09,2023-09-29,50,Female,India,Free Trial,0.0,Quarterly,UPI,52.2,5.9,Mobile,Action,1,1,0.6,0,0,Search Ads,NewSeries2022,0.5,0.682,1058,35.3,795,25.6,0.0,0.0,No
CUST101674,2024-11-29,2025-06-10,29,Female,India,Premium,799.0,Monthly,Paypal,23.8,6.6,Mobile,Comedy,1,0,0.0,0,0,Paid Social,Direct,7.1,0.025,368,12.3,175,28.7,799.0,9801.07,No
CUST101675,2022-01-19,2022-01-24,37,Male,Australia,Premium,799.0,Quarterly,GooglePay,41.8,8.4,Mobile,Documentary,1,0,0.0,0,0,Email,Festive2021,43.8,0.097,1413,47.1,1408,36.5,799.0,37632.9,No
CUST101676,2022-12-23,2022-12-30,66,Male,USA,Premium,799.0,Monthly,Card,59.9,5.1,Smart TV,Romance,1,1,11.9,0,0,Search Ads,RetentionPush2024,44.8,0.138,1075,35.8,1068,22.2,799.0,28630.83,No
CUST101677,2022-10-24,2024-06-06,38,Male,Mexico,Standard,499.0,Monthly,UPI,49.3,4.2,Mobile,Action,3,0,0.0,0,0,Paid Social,Direct,23.8,0.469,1135,37.8,544,18.2,499.0,18878.83,Yes
CUST101678,2021-07-12,2022-12-29,63,Male,India,Basic,199.0,Quarterly,Card,43.5,11.2,Mobile,Comedy,1,0,0.0,0,0,Organic,Festive2021,35.7,0.2,1604,53.5,1069,48.7,199.0,10639.87,No
