customer_id,signup_date,last_activity_date,age,gender,country,plan,monthly_price,contract_type,payment_method,avg_watch_minutes_per_day,sessions_per_week,devices,fav_genre,num_profiles,watched_in_last_30_days,hours_last_30_days,num_support_tickets,num_complaints,acq_channel,first_campaign,internet_speed_mbps,app_crash_rate_per_week,tenure_days,tenure_months,rfm_recency_days,frequency_per_month,avg_monthly_spend,total_revenue_to_date,churn,customer_lifetime_days,signup_month,signup_year,days_since_last_activity,engagement_score,total_lifetime_value,avg_revenue_per_day,device_count,hours_per_session,watch_intensity,customer_segment,churn_risk_score,is_high_value_customer,is_power_user,is_dormant,is_multi_device_user,has_support_issues
CUST100412,2022-11-06,2023-01-13,16,Female,Canada,Standard,499.0,Monthly,NetBanking,42.2,4.2,Mobile,Horror,3,1,0.9,1,0,Paid Social,NewSeries2022,29.3,0.064,1122,37.4,1054,18.2,499.0,18662.6,0,68,11,2022,1057,29.780000000000005,18662.6,274.45,1,0.05357142857142857,Medium,Loyal,30,0,0,1,0,1
CUST100413,2020-06-13,2020-09-10,54,Female,USA,Standard,499.0,Monthly,UPI,62.8,7.4,Mobile,Drama,1,0,0.0,0,0,Paid Social,RetentionPush2024,0.5,0.965,1998,66.6,1909,32.2,499.0,33233.4,0,89,6,2020,1912,47.32,33233.399999999994,373.408988764045,1,0.0,High,Loyal,30,1,1,1,0,0
CUST100414,2024-10-09,2025-11-10,47,Female,India,Standard,499.0,Monthly,GooglePay,38.1,6.9,Smart TV,Sci-Fi,1,1,5.7,0,0,Search Ads,RetentionPush2024,47.0,0.176,419,14.0,22,30.0,499.0,6969.37,0,397,10,2024,25,36.239999999999995,6986.0,17.555088161209067,1,0.20652173913043478,Medium,Mature,0,0,0,0,0,0
CUST100415,2021-01-15,2022-08-07,41,Male,Germany,Standard,499.0,Monthly,NetBanking,57.1,6.3,Mobile,Sci-Fi,1,1,2.8,0,0,Paid Social,Festive2021,28.1,1.337,1782,59.4,1213,27.4,499.0,29640.6,1,569,1,2021,1216,42.04,29640.6,52.09244288224956,1,0.1111111111111111,Medium,Loyal,30,1,1,1,0,0
CUST100416,2020-05-20,2021-06-30,32,Male,India,Standard,499.0,Yearly,NetBanking,39.7,6.4,Mobile,Comedy,2,1,7.8,0,0,Affiliate,Festive2021,14.7,0.003,2022,67.4,1616,27.8,499.0,33632.6,0,406,5,2020,1619,35.379999999999995,33632.600000000006,82.83891625615763,1,0.3046875,Medium,Loyal,30,1,0,1,0,0
CUST100417,2023-05-03,2024-11-18,63,Male,India,Free Trial,0.0,Quarterly,UPI,4.3,10.3,Mobile,Kids,2,1,4.6,0,0,Paid Social,RetentionPush2024,5.3,0.711,944,31.5,379,44.8,0.0,0.0,1,565,5,2023,382,32.919999999999995,0.0,0.0,1,0.11165048543689318,Low,Loyal,55,0,0,1,0,0
CUST100418,2020-05-19,2021-04-17,74,Female,UK,Basic,199.0,Yearly,ApplePay,53.8,12.6,Mobile,Drama,1,1,6.0,0,0,Organic,SummerSale2023,38.3,0.087,2023,67.4,1690,54.7,199.0,13419.23,1,333,5,2020,1693,59.61999999999999,13412.6,40.29798798798799,1,0.11904761904761905,Medium,Loyal,30,0,1,1,0,0
CUST100419,2023-10-14,2024-07-22,42,Female,India,Premium,799.0,Yearly,Card,61.0,4.8,Web,Drama,2,0,0.0,0,0,Email,RetentionPush2024,36.5,0.017,780,26.0,498,20.9,799.0,20774.0,0,282,10,2023,501,38.8,20774.0,73.66666666666667,1,0.0,High,Loyal,30,0,1,1,0,0
CUST100420,2024-10-31,2025-11-30,39,Female,Canada,Basic,199.0,Yearly,ApplePay,32.0,6.4,Tablet,Documentary,1,0,0.0,1,1,Paid Social,Festive2021,38.5,0.019,397,13.2,2,27.8,199.0,2633.43,0,395,10,2024,5,32.0,2626.7999999999997,6.666911392405063,1,0.0,Medium,Mature,0,0,0,0,0,1
CUST100421,2021-04-26,2022-08-08,50,Female,India,Basic,199.0,Quarterly,Card,8.2,3.3,Mobile,Drama,1,0,0.0,0,0,Paid Social,Direct,10.6,0.084,1681,56.0,1212,14.3,199.0,11150.63,1,469,4,2021,1215,13.18,11144.0,23.775330490405114,1,0.0,Low,Loyal,55,0,0,1,0,0
CUST100422,2022-04-06,2022-04-18,61,Male,Canada,Standard,499.0,Quarterly,UPI,52.4,7.0,Mobile,Horror,1,1,6.8,0,0,Affiliate,Festive2021,6.0,0.128,1336,44.5,1324,30.4,499.0,22222.13,0,12,4,2022,1327,42.26,22205.5,1851.8441666666668,1,0.24285714285714285,Medium,Loyal,30,0,1,1,0,0
CUST100423,2020-09-02,2022-06-02,57,Female,India,Basic,199.0,Monthly,Paypal,41.3,6.1,Smart TV,Sci-Fi,3,1,1.1,1,1,Affiliate,Festive2021,46.7,0.018,1917,63.9,1279,26.5,199.0,12716.1,1,638,9,2020,1282,35.12,12716.1,19.931191222570533,1,0.04508196721311476,Medium,Loyal,30,0,0,1,0,1
CUST100424,2024-12-28,2025-11-30,69,Male,India,Basic,199.0,Monthly,ApplePay,40.9,7.6,Mobile,Drama,2,1,26.2,1,1,Organic,SummerSale2023,57.0,0.381,339,11.3,2,33.0,199.0,2248.7,0,337,12,2024,5,39.459999999999994,2248.7000000000003,6.672700296735904,1,0.861842105263158,Medium,Growing,0,0,0,0,0,1
CUST100425,2023-03-12,2024-08-28,54,Female,India,Basic,199.0,Quarterly,NetBanking,38.8,9.6,Tablet,Drama,4,0,0.0,0,0,Referral,RetentionPush2024,90.0,0.133,996,33.2,461,41.7,199.0,6606.8,1,535,3,2023,464,44.31999999999999,6606.8,12.349158878504673,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100426,2021-05-19,2022-07-22,41,Male,Philippines,Standard,499.0,Yearly,ApplePay,55.2,3.4,Mobile,Comedy,4,1,30.8,0,0,Paid Social,Festive2021,64.2,0.091,1658,55.3,1229,14.8,499.0,27578.07,0,429,5,2021,1232,32.58,27594.699999999997,64.28454545454545,1,2.264705882352941,Medium,Loyal,30,1,1,1,0,0
CUST100427,2023-03-31,2023-07-24,64,Female,Mexico,Premium,799.0,Monthly,UPI,40.8,6.4,Smart TV,Sci-Fi,1,0,0.0,0,0,Search Ads,NewSeries2022,76.2,0.147,977,32.6,862,27.8,799.0,26020.77,1,115,3,2023,865,35.519999999999996,26047.4,226.2675652173913,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100428,2023-05-02,2024-06-29,53,Male,India,Basic,199.0,Quarterly,Paypal,25.5,6.2,Mobile,Romance,1,0,0.0,0,0,Organic,Direct,11.4,0.134,945,31.5,521,26.9,199.0,6268.5,0,424,5,2023,524,28.799999999999997,6268.5,14.784198113207546,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100429,2020-03-22,2020-08-22,38,Male,Brazil,Premium,799.0,Monthly,Paypal,2.7,7.5,Mobile,Kids,1,0,0.0,1,1,Search Ads,Festive2021,49.0,0.022,2081,69.4,1928,32.6,799.0,55423.97,1,153,3,2020,1931,23.58,55450.600000000006,362.24816993464054,1,0.0,Low,Loyal,55,1,0,1,0,1
CUST100430,2023-06-22,2023-11-20,37,Male,Canada,Basic,199.0,Monthly,ApplePay,25.8,11.2,Mobile,Romance,3,1,7.4,0,0,Organic,Launch2020,32.3,0.01,894,29.8,743,48.7,199.0,5930.2,1,151,6,2023,746,44.22,5930.2,39.272847682119206,1,0.16517857142857145,Low,Loyal,30,0,0,1,0,0
CUST100431,2020-06-16,2022-01-17,19,Female,South Africa,Premium,799.0,Monthly,ApplePay,53.2,5.0,Smart TV,Drama,1,1,12.0,0,0,Organic,NewSeries2022,61.2,0.227,1995,66.5,1415,21.7,799.0,53133.5,0,580,6,2020,1418,36.58,53133.5,91.60948275862069,1,0.6,Medium,Loyal,30,1,1,1,0,0
CUST100432,2022-05-08,2023-12-31,64,Female,USA,Standard,499.0,Monthly,GooglePay,28.3,8.8,Web,Comedy,1,0,0.0,1,0,Organic,Festive2021,25.8,0.134,1304,43.5,702,38.2,499.0,21689.87,1,602,5,2022,705,37.72,21706.5,36.029684385382055,1,0.0,Low,Loyal,30,0,0,1,0,1
CUST100433,2023-09-08,2025-04-26,74,Male,Australia,Premium,799.0,Monthly,ApplePay,53.2,12.0,Tablet,Comedy,1,1,3.3,0,0,Paid Social,Launch2020,85.7,0.005,816,27.2,220,52.1,799.0,21732.8,1,596,9,2023,223,57.58,21732.8,36.46442953020134,1,0.06874999999999999,Medium,Loyal,30,0,1,1,0,0
CUST100434,2023-04-10,2023-07-21,24,Male,India,Free Trial,0.0,Quarterly,UPI,6.7,4.5,Mobile,Kids,1,0,0.0,0,0,Email,SummerSale2023,35.1,0.22,967,32.2,865,19.6,0.0,0.0,0,102,4,2023,868,16.18,0.0,0.0,1,0.0,Low,Loyal,55,0,0,1,0,0
CUST100435,2023-03-03,2023-06-19,19,Female,USA,Free Trial,0.0,Yearly,Card,14.8,7.4,Smart TV,Kids,1,0,0.0,0,0,Organic,Launch2020,61.3,0.245,1005,33.5,897,32.2,0.0,0.0,1,108,3,2023,900,28.12,0.0,0.0,1,0.0,Low,Loyal,55,0,0,1,0,0
CUST100436,2022-12-06,2024-07-04,22,Male,Philippines,Basic,199.0,Yearly,GooglePay,13.6,7.4,Mobile,Comedy,1,1,12.8,1,0,Paid Social,RetentionPush2024,7.0,0.701,1092,36.4,516,32.2,199.0,7243.6,1,576,12,2022,519,27.94,7243.599999999999,12.575694444444444,1,0.43243243243243246,Low,Loyal,55,0,0,1,0,1
CUST100437,2021-10-09,2022-01-20,38,Female,UK,Free Trial,0.0,Monthly,Card,37.7,3.1,Smart TV,Action,2,1,17.6,0,0,Search Ads,Direct,46.3,0.199,1515,50.5,1412,13.5,0.0,0.0,1,103,10,2021,1415,24.680000000000003,0.0,0.0,1,1.4193548387096775,Medium,Loyal,30,0,0,1,0,0
CUST100438,2021-06-18,2022-04-06,17,Female,India,Basic,199.0,Yearly,NetBanking,70.8,8.7,Mobile,Romance,1,0,0.0,1,1,Organic,RetentionPush2024,5.1,0.064,1628,54.3,1336,37.8,199.0,10799.07,1,292,6,2021,1339,54.42,10805.699999999999,36.98311643835616,1,0.0,High,Loyal,30,0,1,1,0,1
CUST100439,2021-02-22,2022-08-24,64,Male,India,Free Trial,0.0,Monthly,UPI,79.9,10.4,Smart TV,Comedy,3,0,0.0,0,0,Email,SummerSale2023,46.3,0.055,1744,58.1,1196,45.2,0.0,0.0,0,548,2,2021,1199,63.160000000000004,0.0,0.0,1,0.0,High,Loyal,30,0,1,1,0,0
CUST100440,2023-10-03,2024-09-19,39,Male,Australia,Standard,499.0,Monthly,GooglePay,56.2,5.0,Web,Drama,2,1,11.6,0,0,Paid Social,SummerSale2023,26.4,0.122,791,26.4,439,21.7,499.0,13156.97,0,352,10,2023,442,37.78,13173.599999999999,37.37775568181818,1,0.58,Medium,Loyal,30,0,1,1,0,0
CUST100441,2024-01-06,2025-03-01,55,Other,Canada,Standard,499.0,Quarterly,Paypal,4.2,6.1,Web,Drama,3,0,0.0,0,0,Search Ads,SummerSale2023,70.1,0.019,696,23.2,276,26.5,499.0,11576.8,1,420,1,2024,279,19.98,11576.8,27.56380952380952,1,0.0,Low,Mature,55,0,0,1,0,0
CUST100442,2021-10-05,2022-07-02,70,Male,USA,Basic,199.0,Monthly,GooglePay,20.0,1.8,Mobile,Drama,1,1,1.1,0,0,Paid Social,Launch2020,87.1,0.137,1519,50.6,1249,7.8,199.0,10076.03,0,270,10,2021,1252,13.7,10069.4,37.31862962962963,1,0.1527777777777778,Low,Loyal,30,0,0,1,0,0
CUST100443,2021-05-03,2022-05-30,46,Male,Philippines,Basic,199.0,Monthly,NetBanking,25.8,10.2,Mobile,Kids,1,1,7.3,0,0,Organic,Launch2020,14.6,0.079,1674,55.8,1282,44.3,199.0,11104.2,0,392,5,2021,1285,41.22,11104.199999999999,28.327040816326534,1,0.17892156862745098,Low,Loyal,30,0,0,1,0,0
CUST100444,2021-06-27,2023-04-28,62,Female,India,Premium,799.0,Monthly,Paypal,38.3,9.6,Web,Drama,1,1,18.8,0,0,Paid Social,SummerSale2023,33.6,0.354,1619,54.0,949,41.7,799.0,43119.37,0,670,6,2021,952,44.419999999999995,43146.0,64.35726865671643,1,0.48958333333333337,Medium,Loyal,30,1,0,1,0,0
CUST100445,2022-03-21,2023-07-31,46,Female,India,Free Trial,0.0,Quarterly,GooglePay,67.5,4.1,Gaming Console,Horror,3,1,1.0,0,0,Paid Social,Launch2020,25.8,0.237,1352,45.1,855,17.8,0.0,0.0,1,497,3,2022,858,39.599999999999994,0.0,0.0,1,0.06097560975609757,High,Loyal,30,0,1,1,0,0
CUST100446,2020-09-25,2022-05-03,62,Other,Philippines,Premium,799.0,Monthly,Paypal,51.3,4.5,Mobile,Drama,1,0,0.0,0,0,Referral,RetentionPush2024,41.9,0.059,1894,63.1,1309,19.6,799.0,50443.53,0,585,9,2020,1312,34.019999999999996,50416.9,86.2282564102564,1,0.0,Medium,Loyal,30,1,1,1,0,0
CUST100447,2023-10-07,2025-06-21,55,Female,India,Premium,799.0,Quarterly,ApplePay,0.3,5.8,Tablet,Documentary,2,0,0.0,1,0,Organic,Festive2021,0.7,0.13,787,26.2,164,25.2,799.0,20960.43,1,623,10,2023,167,17.52,20933.8,33.64434991974318,1,0.0,Low,Loyal,55,0,0,1,0,1
CUST100448,2023-08-14,2024-12-10,63,Male,India,Premium,799.0,Quarterly,Paypal,62.8,10.9,Gaming Console,Sci-Fi,3,1,12.7,0,0,Affiliate,NewSeries2022,0.5,0.252,841,28.0,357,47.4,799.0,22398.63,1,484,8,2023,360,58.11999999999999,22372.0,46.2781611570248,1,0.29128440366972475,High,Loyal,30,0,1,1,0,0
CUST100449,2021-09-06,2021-10-14,66,Male,UK,Standard,499.0,Quarterly,GooglePay,59.1,6.8,Mobile,Drama,1,0,0.0,0,0,Paid Social,SummerSale2023,57.8,0.038,1548,51.6,1510,29.5,499.0,25748.4,0,38,9,2021,1513,44.04,25748.4,677.5894736842106,1,0.0,Medium,Loyal,30,0,1,1,0,0
CUST100450,2022-07-25,2023-01-17,58,Female,Brazil,Basic,199.0,Yearly,Paypal,65.9,7.5,Smart TV,Action,1,1,9.4,0,0,Search Ads,RetentionPush2024,8.7,0.695,1226,40.9,1050,32.6,199.0,8132.47,0,176,7,2022,1053,49.16,8139.099999999999,46.20721590909091,1,0.31333333333333335,High,Loyal,30,0,1,1,0,0
CUST100451,2021-10-09,2022-07-18,49,Female,India,Basic,199.0,Monthly,UPI,57.2,7.5,Smart TV,Comedy,2,1,4.3,0,0,Referral,Launch2020,22.5,0.019,1515,50.5,1233,32.6,199.0,10049.5,1,282,10,2021,1236,45.68,10049.5,35.63652482269504,1,0.14333333333333334,Medium,Loyal,30,0,1,1,0,0
CUST100452,2024-03-19,2025-05-05,70,Male,Philippines,Standard,499.0,Monthly,ApplePay,24.5,11.1,Smart TV,Comedy,2,0,0.0,0,0,Paid Social,NewSeries2022,17.8,0.613,623,20.8,211,48.2,499.0,10362.57,1,412,3,2024,214,43.099999999999994,10379.2,25.151868932038834,1,0.0,Low,Mature,30,0,0,1,0,0
CUST100453,2020-05-28,2020-10-22,39,Female,Brazil,Basic,199.0,Monthly,ApplePay,2.1,5.9,Mobile,Kids,2,1,4.1,0,0,Organic,SummerSale2023,15.5,0.003,2014,67.1,1867,25.6,199.0,13359.53,0,147,5,2020,1870,18.84,13352.9,90.88115646258504,1,0.17372881355932202,Low,Loyal,55,0,0,1,0,0
CUST100454,2020-01-20,2021-10-14,64,Male,India,Basic,199.0,Monthly,NetBanking,58.4,6.6,Mobile,Comedy,1,1,5.4,0,0,Search Ads,Launch2020,15.2,0.132,2143,71.4,1510,28.7,199.0,14215.23,0,633,1,2020,1513,43.459999999999994,14208.6,22.45691943127962,1,0.20454545454545456,Medium,Loyal,30,0,1,1,0,0
CUST100455,2022-07-27,2024-04-10,41,Female,Australia,Basic,199.0,Quarterly,ApplePay,50.5,10.5,Mobile,Drama,2,0,0.0,0,0,Organic,Launch2020,18.5,0.068,1224,40.8,601,45.6,199.0,8119.2,0,623,7,2022,604,51.7,8119.2,13.032423756019261,1,0.0,Medium,Loyal,30,0,1,1,0,0
CUST100456,2023-06-26,2025-05-23,31,Male,USA,Basic,199.0,Monthly,Card,4.4,10.5,Smart TV,Sci-Fi,1,1,5.9,0,0,Referral,NewSeries2022,27.8,0.686,890,29.7,193,45.6,199.0,5903.67,1,697,6,2023,196,33.559999999999995,5910.3,8.470114777618365,1,0.14047619047619048,Low,Loyal,55,0,0,1,0,0
CUST100457,2023-02-27,2024-04-13,72,Male,USA,Free Trial,0.0,Monthly,UPI,15.7,3.9,Tablet,Romance,1,1,6.2,0,0,Search Ads,Launch2020,58.0,0.387,1009,33.6,598,16.9,0.0,0.0,0,411,2,2023,601,18.28,0.0,0.0,1,0.39743589743589747,Low,Loyal,30,0,0,1,0,0
CUST100458,2020-07-23,2020-08-31,62,Male,Brazil,Basic,199.0,Quarterly,NetBanking,16.3,1.2,Smart TV,Drama,1,1,4.1,0,0,Search Ads,NewSeries2022,52.4,0.466,1958,65.3,1919,5.2,199.0,12988.07,0,39,7,2020,1922,10.420000000000002,12994.699999999999,333.0274358974359,1,0.8541666666666666,Low,Loyal,30,0,0,1,0,0
CUST100459,2020-05-30,2021-07-09,28,Male,Philippines,Standard,499.0,Quarterly,Card,49.5,7.0,Mobile,Action,3,0,0.0,1,1,Organic,RetentionPush2024,0.5,0.135,2012,67.1,1607,30.4,499.0,33466.27,1,405,5,2020,1610,40.8,33482.899999999994,82.63276543209875,1,0.0,Medium,Loyal,30,1,1,1,0,1
CUST100460,2023-01-06,2023-12-11,30,Male,India,Standard,499.0,Quarterly,Paypal,34.7,8.9,Tablet,Drama,1,0,0.0,0,0,Email,SummerSale2023,69.7,0.022,1061,35.4,722,38.7,499.0,17647.97,0,339,1,2023,725,40.58,17664.6,52.05890855457228,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100461,2021-03-12,2021-11-10,42,Female,USA,Standard,499.0,Yearly,Card,29.7,7.9,Mobile,Drama,1,1,15.9,0,0,Organic,Launch2020,36.2,0.057,1726,57.5,1483,34.3,499.0,28709.13,0,243,3,2021,1486,35.879999999999995,28692.5,118.14456790123457,1,0.5031645569620253,Low,Loyal,30,1,0,1,0,0
CUST100462,2022-11-02,2022-12-22,19,Female,USA,Basic,199.0,Quarterly,NetBanking,26.6,5.2,Web,Drama,1,0,0.0,0,0,Organic,Festive2021,66.4,0.151,1126,37.5,1076,22.6,199.0,7469.13,1,50,11,2022,1079,26.240000000000002,7462.5,149.3826,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100463,2021-06-27,2022-10-26,31,Female,USA,Standard,499.0,Quarterly,ApplePay,12.5,12.6,Smart TV,Romance,3,0,0.0,0,0,Email,NewSeries2022,20.9,0.099,1619,54.0,1133,54.7,499.0,26929.37,0,486,6,2021,1136,42.8,26946.0,55.410226337448556,1,0.0,Low,Loyal,55,0,0,1,0,0
CUST100464,2020-09-28,2021-06-30,45,Other,USA,Basic,199.0,Monthly,UPI,54.3,3.8,Smart TV,Action,1,1,0.9,0,0,Organic,RetentionPush2024,96.5,0.079,1891,63.0,1616,16.5,199.0,12543.63,0,275,9,2020,1619,33.419999999999995,12537.0,45.6132,1,0.05921052631578948,Medium,Loyal,30,0,1,1,0,0
CUST100465,2021-12-15,2022-12-31,59,Male,India,Standard,499.0,Yearly,NetBanking,20.5,2.9,Smart TV,Horror,1,1,12.0,0,0,Referral,Direct,29.5,0.072,1448,48.3,1067,12.6,499.0,24085.07,0,381,12,2021,1070,17.2,24101.699999999997,63.21540682414698,1,1.0344827586206897,Low,Loyal,30,0,0,1,0,0
CUST100466,2024-12-09,2024-12-29,45,Male,Australia,Basic,199.0,Monthly,Card,58.2,10.5,Mobile,Comedy,4,1,14.6,0,0,Organic,Festive2021,23.1,0.053,358,11.9,338,45.6,199.0,2374.73,0,20,12,2024,341,55.08,2368.1,118.7365,1,0.3476190476190476,Medium,Growing,30,0,1,1,0,0
CUST100467,2020-05-20,2021-04-30,51,Female,USA,Standard,499.0,Monthly,Card,7.1,5.7,Smart TV,Romance,1,1,18.1,0,0,Referral,SummerSale2023,43.0,0.154,2022,67.4,1677,24.8,499.0,33632.6,0,345,5,2020,1680,20.24,33632.600000000006,97.48579710144926,1,0.793859649122807,Low,Loyal,55,1,0,1,0,0
CUST100468,2024-12-05,2025-10-11,18,Male,India,Premium,799.0,Monthly,NetBanking,25.2,12.1,Mobile,Drama,2,1,17.3,0,0,Affiliate,RetentionPush2024,70.1,0.233,362,12.1,52,52.6,799.0,9641.27,0,310,12,2024,55,46.67999999999999,9667.9,31.100870967741937,1,0.35743801652892565,Low,Mature,30,0,0,1,0,0
CUST100469,2021-05-15,2022-03-29,37,Other,Brazil,Standard,499.0,Quarterly,GooglePay,74.3,6.3,Smart TV,Kids,1,1,8.5,0,0,Paid Social,NewSeries2022,48.1,0.235,1662,55.4,1344,27.4,499.0,27644.6,0,318,5,2021,1347,48.919999999999995,27644.6,86.93270440251572,1,0.3373015873015873,High,Loyal,30,1,1,1,0,0
CUST100470,2022-01-26,2022-11-09,64,Male,Brazil,Standard,499.0,Yearly,GooglePay,39.7,5.8,Mobile,Action,1,0,0.0,0,0,Paid Social,RetentionPush2024,21.7,0.009,1406,46.9,1119,25.2,499.0,23386.47,0,287,1,2022,1122,33.28,23403.1,81.48595818815332,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100471,2021-08-06,2022-12-22,37,Other,USA,Standard,499.0,Monthly,NetBanking,25.2,8.5,Smart TV,Comedy,1,1,1.5,0,0,Email,Direct,0.5,0.005,1579,52.6,1076,36.9,499.0,26264.03,0,503,8,2021,1079,35.879999999999995,26247.4,52.21477137176938,1,0.04411764705882353,Low,Loyal,30,0,0,1,0,0
CUST100472,2020-11-19,2021-02-27,65,Male,India,Premium,799.0,Monthly,GooglePay,22.4,9.6,Gaming Console,Horror,3,0,0.0,2,0,Organic,RetentionPush2024,24.7,0.018,1839,61.3,1739,41.7,799.0,48978.7,1,100,11,2020,1742,37.76,48978.7,489.787,1,0.0,Low,Loyal,30,1,0,1,0,1
CUST100473,2022-06-16,2023-02-04,72,Female,Canada,Basic,199.0,Yearly,NetBanking,17.6,13.5,Mobile,Drama,1,1,0.0,0,0,Paid Social,RetentionPush2024,24.5,0.004,1265,42.2,1032,58.7,199.0,8391.17,0,233,6,2022,1035,47.839999999999996,8397.800000000001,36.013605150214595,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100474,2024-09-03,2025-01-18,65,Female,India,Premium,799.0,Yearly,ApplePay,44.1,9.6,Smart TV,Sci-Fi,1,1,33.0,0,0,Search Ads,SummerSale2023,66.7,0.116,455,15.2,318,41.7,799.0,12118.17,0,137,9,2024,321,46.739999999999995,12144.8,88.45379562043796,1,0.859375,Medium,Mature,30,0,0,1,0,0
CUST100475,2023-01-17,2023-11-20,70,Other,India,Premium,799.0,Monthly,NetBanking,53.0,10.2,Web,Romance,3,0,0.0,0,0,Search Ads,Festive2021,19.7,0.011,1050,35.0,743,44.3,799.0,27965.0,1,307,1,2023,746,51.8,27965.0,91.09120521172639,1,0.0,Medium,Loyal,30,1,1,1,0,0
CUST100476,2023-12-11,2025-03-08,64,Male,Germany,Standard,499.0,Monthly,Paypal,40.0,5.3,Mobile,Action,3,1,10.2,0,0,Paid Social,RetentionPush2024,88.7,0.114,722,24.1,269,23.0,499.0,12009.27,0,453,12,2023,272,32.199999999999996,12025.900000000001,26.510529801324505,1,0.4811320754716981,Medium,Loyal,30,0,0,1,0,0
CUST100477,2021-09-11,2022-08-05,27,Female,India,Standard,499.0,Quarterly,UPI,33.8,9.9,Web,Sci-Fi,1,0,0.0,1,0,Affiliate,Launch2020,35.2,0.082,1543,51.4,1215,43.0,499.0,25665.23,1,328,9,2021,1218,43.22,25648.6,78.24765243902439,1,0.0,Medium,Loyal,30,0,0,1,0,1
CUST100478,2023-06-06,2024-03-07,70,Other,India,Standard,499.0,Monthly,UPI,47.0,8.9,Mobile,Comedy,1,0,0.0,0,0,Referral,RetentionPush2024,42.8,0.012,910,30.3,635,38.7,499.0,15136.33,1,275,6,2023,638,45.5,15119.7,55.041199999999996,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100479,2024-07-10,2025-09-09,36,Female,India,Basic,199.0,Yearly,Paypal,6.9,5.3,Smart TV,Action,1,0,0.0,0,0,Referral,RetentionPush2024,45.3,0.018,510,17.0,84,23.0,199.0,3383.0,1,426,7,2024,87,18.66,3383.0,7.94131455399061,1,0.0,Low,Mature,55,0,0,1,0,0
CUST100480,2023-09-01,2025-05-12,71,Female,India,Basic,199.0,Monthly,Card,42.6,2.9,Gaming Console,Horror,2,1,16.1,0,0,Organic,SummerSale2023,44.9,0.296,823,27.4,204,12.6,199.0,5459.23,1,619,9,2023,207,26.040000000000003,5452.599999999999,8.819434571890145,1,1.387931034482759,Medium,Loyal,30,0,0,1,0,0
CUST100481,2022-12-19,2024-10-10,19,Female,India,Basic,199.0,Monthly,Card,43.7,4.3,Gaming Console,Sci-Fi,1,0,0.0,0,0,Search Ads,SummerSale2023,0.5,0.258,1079,36.0,418,18.7,199.0,7157.37,1,661,12,2022,421,30.380000000000003,7164.0,10.828093797276853,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100482,2020-01-17,2020-04-17,46,Male,South Africa,Basic,199.0,Monthly,Card,40.3,5.5,Mobile,Comedy,2,1,14.8,0,0,Affiliate,SummerSale2023,32.9,0.067,2146,71.5,2055,23.9,199.0,14235.13,0,91,1,2020,2058,32.92,14228.5,156.42999999999998,1,0.6727272727272727,Medium,Loyal,30,0,0,1,0,0
CUST100483,2023-09-29,2024-04-08,59,Female,India,Standard,499.0,Monthly,Card,23.9,6.4,Mobile,Romance,1,0,0.0,1,0,Organic,Direct,36.4,0.028,795,26.5,603,27.8,499.0,13223.5,1,192,9,2023,606,28.759999999999998,13223.5,68.87239583333333,1,0.0,Low,Loyal,30,0,0,1,0,1
CUST100484,2024-07-31,2025-10-26,46,Female,India,Premium,799.0,Monthly,ApplePay,19.5,9.2,Tablet,Comedy,1,1,4.5,0,0,Organic,SummerSale2023,70.6,0.088,489,16.3,37,40.0,799.0,13023.7,0,452,7,2024,40,35.699999999999996,13023.7,28.81349557522124,1,0.12228260869565219,Low,Mature,30,0,0,1,0,0
CUST100485,2023-02-09,2023-09-13,73,Female,India,Basic,199.0,Monthly,Paypal,9.0,9.8,Web,Romance,2,1,32.7,0,0,Email,RetentionPush2024,71.4,0.132,1027,34.2,811,42.6,199.0,6812.43,1,216,2,2023,814,33.3,6805.8,31.53902777777778,1,0.8341836734693878,Low,Loyal,55,0,0,1,0,0
CUST100486,2021-09-05,2022-10-26,38,Male,Philippines,Free Trial,0.0,Quarterly,UPI,64.4,12.2,Smart TV,Drama,2,0,0.0,0,0,Paid Social,RetentionPush2024,35.8,0.146,1549,51.6,1133,53.0,0.0,0.0,1,416,9,2021,1136,62.36000000000001,0.0,0.0,1,0.0,High,Loyal,30,0,1,1,0,0
CUST100487,2023-09-20,2025-01-28,69,Male,UK,Free Trial,0.0,Monthly,Paypal,33.9,8.3,Mobile,Comedy,2,1,3.6,0,0,Search Ads,NewSeries2022,44.4,0.005,804,26.8,308,36.1,0.0,0.0,0,496,9,2023,311,38.76,0.0,0.0,1,0.10843373493975902,Medium,Loyal,30,0,0,1,0,0
CUST100488,2020-07-31,2022-01-10,68,Female,USA,Free Trial,0.0,Yearly,UPI,26.5,2.6,Web,Drama,2,0,0.0,0,0,Paid Social,SummerSale2023,45.5,0.184,1950,65.0,1422,11.3,0.0,0.0,1,528,7,2020,1425,18.400000000000002,0.0,0.0,1,0.0,Low,Loyal,30,0,0,1,0,0
